PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
7559,144211112,86138,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.8724,-93.3345,inactive,,0,active antagonist,23.6173,-125.761,active antagonist,29.7324,-75.3001,SIGMA
7560,144211113,54739,CC(C)C1(C(=O)NC(=N1)C2=NC3=CC=CC=C3C=C2C(=O)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7561,144211114,25106,COCCOC(=O)CC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7562,144211115,82326,CC[N+](C)(CC)CC.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7563,144211116,95337,CCCCCCCCC(CCCCCC)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7564,144211117,21059,CCC1=C(C(=O)C=CO1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,10.9622,46.0148,inactive,,0,SIGMA
7565,144211118,17038,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,Active,73,,,active antagonist,active antagonist,0.346654,-96.5435,inactive,,0,active antagonist,0.388952,-127.98,active antagonist,1.22998,-93.1991,SIGMA
7566,144211119,5383,CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,24.049,inactive,,0,ChemService
7567,144211120,10887985,C[C@@H](CCC=C(C)C)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,29.1673,63.2296,inactive,,0,SIGMA
7568,144211121,2883,CCN(C1=CC=CC=C1C)C(=O)C=CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,6.91666,28.9232,inactive,,0,SIGMA
7569,144211122,4936,CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,1.94938,-100.076,inconclusive agonist,3.08956,20.9766,active antagonist,2.36173,-122.591,active antagonist,1.94938,-82.8017,ChemService
7570,144211123,5371562,C/C(=C\C(=O)NC)/OP(=O)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7571,144211124,4929,CC(C)NC1=NC(=NC(=N1)SC)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7572,144211125,91650,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7573,144211126,15766,CSC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Crescent
7574,144211127,7590,CCOC(=O)CC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7575,144211128,4793,CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,57.0904,-78.4357,inactive,,0,active antagonist,57.0904,-80.63,inconclusive antagonist,61.6448,-33.1427,SIGMA
7576,144211129,6433547,CC/C(=C/CCC(C)(C=C)O)/C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,MP Biomedicals
7577,144211130,7620,CCCCN(CCO)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7578,144211131,24963,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7579,144211132,5283335,CCCCCC/C=C/C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7580,144211133,13220,CC1(CC(=O)CC(N1)(C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7581,144211134,16653,CCSC(=O)N1CCCCCC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7582,144211135,91735,C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7583,144211136,66207,Cl[Dy](Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7584,144211137,7647,C1=CC=C(C=C1)CCC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7585,144211138,443048,CCCCCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C3=C(C2=O)CCCC3)F)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,13.8006,41.3032,inactive,,0,Chemservice
7586,144211139,91776,CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7587,144211140,19309,CC1C(=O)C(=C(O1)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
7588,144211141,11048796,CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,6.16146,-111.728,active agonist,12.2937,30.7094,active antagonist,9.04379,-135.873,active antagonist,7.18374,-84.0925,SIGMA
7589,144211142,32739,CCOP(=S)(OCC)SCCl,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7590,144211143,3032581,C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7591,144211144,39327,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],Active,47,,,active antagonist,active antagonist,48.9662,-66.6892,inactive,,0,active antagonist,34.6654,-55.5703,inactive,,0,SIGMA
7592,144211145,91759,CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,Chemservice
7593,144211146,5362620,CCCCC/C=C\CCC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
7594,144211147,3032791,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7595,144211148,22188,CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7596,144211149,3058839,CC(=C)C(=O)OCCOC1CC2CC1C3C2CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7597,144211150,39223,CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7598,144211151,93542,COC(=O)CSC1=C(C=C(C(=C1)N=C2N3CCCCN3C(=O)S2)F)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Wako
7599,144211152,107080,CC(C)C(C(C)(C)COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7600,144211153,1787910,C/C=C/C=C/CCCCCCCO,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,54.941,-81.143,inactive,,0,active antagonist,57.0904,-80.8164,inconclusive antagonist,41.1999,-33.0088,SIGMA
7601,144211154,8796,C1=CC(=CC=C1NC(=O)N)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,Alfa Aesar
7602,144211155,7430,C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,33.3603,-83.0372,active agonist,18.7599,34.2047,active antagonist,57.0904,-75.4823,active antagonist,15.4845,-64.2401,Enamine
7603,144211156,7510,C1=CC(=CN=C1)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Maybridge
7604,144211157,3039,COP(=O)(OC)OC=C(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7605,144211158,6434889,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,Active,60,,,active antagonist,active antagonist,4.08715,-89.2031,inconclusive agonist,,,active antagonist,4.58585,-125.851,active antagonist,15.361,-107.483,SIGMA
7606,144211159,31236,C1=CC=C(C=C1)OCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7607,144211160,61503,C[C@H](C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chem-Impex
7608,144211161,3391107,C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F,Active,48,,,active antagonist,active antagonist,48.9662,-93.6104,inactive,,0,inconclusive antagonist,43.6412,-132.512,inactive,,0,SIGMA
7609,144211162,4420,COP(=O)(OC)OC(C(Cl)(Cl)Br)Br,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,59.3239,-96.0587,inactive,,0,active antagonist,59.3239,-122.605,active antagonist,52.8725,-50.9165,SIGMA
7610,144211163,2086,CC(C)(C=NOC(=O)NC)SC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7611,144211164,308,C1=CC=C(C=C1)C=CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7612,144211165,4933,CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,Active,52,,,active antagonist,active antagonist,22.7281,-90.4669,inactive,,0,active antagonist,38.8952,-103.732,inactive,,0,SIGMA
7613,144211166,23682187,COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)[O-])OC.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7614,144211167,8482,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7615,144211168,18752,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7616,144211169,3083546,CCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C(=C(C=N2)C(F)(F)F)C)F)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Wako
7617,144211170,5974,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],Active,55,,,active antagonist,active antagonist,10.9622,-91.8172,inconclusive antagonist,58.1965,-51.7631,active antagonist,17.3739,-129.147,active antagonist,37.4309,-113.085,SIGMA
7618,144211171,6129,CNC(=O)OC1=CC=CC2=CC=CC=C21,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,active agonist,9.22352,52.9217,inactive,,0,SIGMA
7619,144211172,9601227,C/C(=N\OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/SC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,27.5357,-55.1322,SIGMA
7620,144211173,24781,CC1=CC(=O)NO1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,8.485,25.137,inactive,,0,Enamine
7621,144211174,7251,CC1=C(C=CC(=C1)Cl)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7622,144211175,6909,C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7623,144211176,43234,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,45.3485,-123.334,inactive,,0,active antagonist,46.2271,-155.343,inconclusive antagonist,43.6412,-69.4772,SIGMA
7624,144211177,5853,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,17.3654,-38.4908,inactive,,0,inconclusive antagonist,5.49141,-70.5608,inactive,,0,SIGMA
7625,144211178,3118,CCOP(=S)(OCC)SCCSCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7626,144211179,15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,0.776062,-103.29,inconclusive agonist,,19.5547,active antagonist,0.940221,-127.637,active antagonist,1.94938,-96.2652,Enamine
7627,144211180,5372405,CCNP(=S)(OC)O/C(=C/C(=O)OC(C)C)/C,Inconclusive,5,,,inconclusive,inconclusive antagonist,36.7195,-29.1639,inactive,,0,inactive,,0,inactive,,0,SIGMA
7628,144211181,86412,CSC(=O)C1=C2C(=CC=C1)N=NS2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7629,144211182,37517,CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7630,144211183,91699,CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,16.394,-75.1872,inconclusive antagonist,21.8617,-76.314,active antagonist,13.7938,-111.762,active antagonist,17.3654,-74.9373,SIGMA
7631,144211184,38479,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7632,144211185,62276,CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],Active,49,,,active antagonist,active antagonist,24.5412,-64.188,inactive,,0,active antagonist,32.1043,-83.6774,inactive,,0,SIGMA
7633,144211186,8914,CCCCCCCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,SIGMA
7634,144211187,49837,C1(=C(SN=C1Cl)C(=O)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Oakwood
7635,144211188,176879,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,53.0067,-118.304,inactive,,0,active antagonist,57.2353,-121.252,active antagonist,45.4636,-54.555,Chemservice
7636,144211189,137994,CC1(CC(CC(N1[O])(C)C)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,SIGMA
7637,144211190,7884,CC(=O)CC(C)(C)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
7638,144211191,1982,CC(=O)NP(=O)(OC)SC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7639,144211192,12756,CCC1CCC(=O)O1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,SIGMA
7640,144211193,15553,C1=CC(=NC(=C1Cl)C(=O)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7641,144211194,74574,C1=CC2=C(C=C1OC3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7642,144211195,7511,C1=CC=C(C=C1)[Hg]Cl,Active,65,,,active antagonist,active antagonist,0.404169,-69.1573,active antagonist,16.0903,-45.7109,active antagonist,0.54941,-105.239,active antagonist,1.43405,-91.6016,Acros
7643,144211196,9576037,CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7644,144211197,8105,C(CCO)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7645,144211198,11304,CC1=CC=C(C2=CC=CC=C12)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7646,144211199,47326,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,active antagonist,20.6388,-79.6661,inactive,,0,SIGMA
7647,144211200,70724,C1=C[N+](=CC=C1Cl)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7648,144211201,14337,CCN(C1CCCCC1)C(=O)SCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7649,144211202,25053,CCCCC(CC)COCCC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7650,144211203,39385,CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7651,144211204,6436605,CC(C)(C)C(/C(=C\C1=C(C=C(C=C1)Cl)Cl)/N2C=NC=N2)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,20.2381,-97.9637,inactive,,0,active antagonist,21.8526,-112.176,inconclusive antagonist,52.8247,-113.87,EPA
7652,144211205,8575,CCCCOC(=O)C1=CC=CC=C1C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Frinton Laboratories
7653,144211206,1988,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,Active,53,,,active antagonist,active antagonist,20.2564,-101.447,inactive,,0,active antagonist,21.8724,-132.25,inactive,,0,SIGMA
7654,144211207,1486,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7655,144211208,7650,CCCC(=O)OCC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,SIGMA
7656,144211209,2912,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,Inconclusive,5,,,inconclusive,active antagonist,30.8805,-40.1447,inactive,,0,inactive,,0,inactive,,0,SIGMA
7657,144211210,4928,CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7658,144211211,5338,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,43.6412,65.0694,inactive,,0,SIGMA
7659,144211212,15684,C1=CC(=C(C=C1Cl)Cl)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
7660,144211213,91655,CCOP(=S)(OCC)OC(C(Cl)(Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7661,144211214,54745,CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7662,144211215,9576412,CC1=NN(C(=C1/C=N/OCC2=CC=C(C=C2)C(=O)OC(C)(C)C)OC3=CC=CC=C3)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,1.60903,-100.114,inactive,,0,active antagonist,21.0489,-115.514,active antagonist,0.0776062,-36.6188,SIGMA
7663,144211216,53316400,CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.O.O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7664,144211217,5281874,CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)/C=C(/C(F)(F)F)\Cl)F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7665,144211218,91770,CC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7666,144211219,7560,CN(C)C(=O)NC1=CC=CC=C1,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
7667,144211220,24847,CCCCCC(CCC)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7668,144211221,73670,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
7669,144211222,6931,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.0489,-100.464,active agonist,9.77004,43.7189,active antagonist,25.9954,-115.606,active antagonist,25.5014,-64.6048,SIGMA
7670,144211223,31200,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],Active,55,,,active antagonist,active antagonist,7.76062,-76.9616,active agonist,45.3485,40.4809,active antagonist,43.6412,-80.5905,inactive,,0,SIGMA
7671,144211224,71777,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,7.76062,-25.2633,LightBiologicals
7672,144211225,20708,CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],Active,59,,,active antagonist,active antagonist,5.95774,-98.103,inconclusive antagonist,53.0984,-54.857,active antagonist,13.3377,-132.381,active antagonist,25.1236,-98.5489,SIGMA
7673,144211226,6982,CC1=CC(=C(C=C1Cl)C(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,54.941,-43.603,SIGMA
7674,144211227,28935,COP(=S)(OC)OC1=CC(=C(C=C1Cl)I)Cl,Inconclusive,5,,,inconclusive,inconclusive antagonist,54.941,-82.8577,inconclusive agonist,38.8952,36.4883,inconclusive,,,inactive,,0,LightBiologicals
7675,144211228,86298,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,Inconclusive,5,,,inconclusive,inconclusive antagonist,43.6412,-57.3752,inactive,,0,inactive,,0,inactive,,0,SIGMA
7676,144211229,11167,CN=C=S,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7677,144211230,25127,CCOC(=O)C1=CC=C(C=C1)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7678,144211231,6948,C1=C(C=C(C(=C1C(=O)O)I)I)I,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,59.2162,71.3276,inactive,,0,SIGMA
7679,144211232,5280567,CC1=CC(=O)OC2=C1C=CC(=C2)O,Inactive,0,,,inactive,inactive,,0,active agonist,36.0216,45.0144,active agonist,36.0216,142.296,inactive,,0,Enamine
7680,144211233,16004,C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7681,144211234,4284,CCN(CC)C(=O)C1=CC=CC(=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7682,144211235,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7683,144211236,15331,CN(C)NC(=O)CCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7684,144211237,5053,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,Active,47,,,active antagonist,active antagonist,48.9123,-54.2385,inactive,,0,inconclusive antagonist,38.8524,-68.7244,inactive,,0,SIGMA
7685,144211238,66858,CCN(CC1=CC(=CC=C1)S(=O)(=O)O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sigma DiscoveryCPR
7686,144211239,7931,CC1=CC(=CC=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7687,144211240,84098,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7688,144211241,17432,CCOC1=NC(=NS1)C(Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7689,144211242,616765,CC(C)(C)C(C(CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,Inconclusive,5,,,inconclusive,active antagonist,30.8805,-42.2093,inactive,,0,inactive,,0,inactive,,0,SIGMA
7690,144211243,7358,CCC(CC)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7691,144211244,6912870,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O,Inconclusive,5,,,inconclusive,inconclusive,,,inconclusive,,,inactive,,0,inconclusive antagonist,54.941,-76.2837,Sigma DiscoveryCPR
7692,144211245,61008,CCC(=O)C=CC1=CC=C(C=C1)OC,Inconclusive,5,,,inconclusive,active antagonist,54.941,-53.6328,inactive,,0,inconclusive,,,inactive,,0,MP Biomedicals
